disease,name,n_terms,sum,mean_dist,max_dist,min_dist,std_dist
1195,COQ8B (OMIM:615573),29,1790.3989683119598,4.409849675645221,8.083639940233253,0.0007165373026079224,1.5699210893107207
1196,COQ9 (OMIM:614654),78,14022.598843501806,4.669530084416186,8.860622938536464,0.019538305154274842,1.4683611925086815
1197,CORIN (OMIM:620734),25,1514.2996429464024,5.047665476488008,8.099345212362609,0.00020110568398922692,1.7234755368671257
1198,CORO1A (OMIM:615401),78,14443.179588624755,4.809583612595656,8.6508209721804,0.0004605722303507187,1.4885636967003686
1199,COX10 (OMIM:619046),92,20761.13935933893,4.959660620960088,8.755342747970113,0.00035697193889868843,1.484453039438929
1200,COX11 (OMIM:620275),108,28897.52984364781,5.001303192047042,8.907736149518625,0.0007644814594371429,1.4970062661291912
1201,COX14 (OMIM:619053),66,9707.192973426127,4.52549788970915,8.96358751564049,0.0006353231604271463,1.5095750509971606
1202,COX15 (OMIM:615119),78,14406.08404043679,4.797230782696234,8.674998877481197,0.0001469875513899424,1.5508086787466873
1203,COX16 (OMIM:619355),87,19044.783796035612,5.090826997069129,9.146981367476801,9.40336853774267e-05,1.5679202371721939
1204,COX20 (OMIM:619054),84,18158.716843245347,5.209040976260857,8.949934225980941,0.00037868868455093207,1.4840882516712728
1205,COX4I1 (OMIM:619060),95,20453.587838647843,4.5808707365392705,8.758319797340576,0.0005412573883512041,1.508875203703959
1206,COX4I2 (OMIM:612714),83,16134.818334925727,4.741351259161248,9.051382881482878,6.377830462530904e-05,1.6010519560175869
1207,COX5A (OMIM:619064),81,15187.154191001777,4.687393268827709,8.825116156796453,0.0012541389199276578,1.5529148030600148
1208,COX6A1 (OMIM:616039),31,2102.8740137108366,4.522309706905025,9.072852201496532,0.7200760784143808,1.6446269708611547
1209,COX6A2 (OMIM:619062),36,2729.2780711473997,4.332187414519682,8.550388852496352,0.019538305154274842,1.5133410100609792
1210,COX6B1 (OMIM:619051),87,19774.65326410073,5.285927095455955,8.925115761859821,0.0010855653860684738,1.5768883531556552
1211,COX7B (OMIM:300887),119,33353.67293586179,4.7505587431792895,9.433940709348333,0.00016194096168394945,1.4469443913084
1212,COX8A (OMIM:619059),105,26269.67747511279,4.811296240863148,8.865866017024482,0.0004882882588597252,1.5353858821997153
1213,CP (OMIM:604290),68,10585.580364688063,4.646874611364383,8.122309705055343,0.00018590157716362067,1.3365234188395787
1214,CPA6 (OMIM:614417),21,1030.820745940336,4.908670218763505,8.908085989829646,0.12163535650251811,1.8703676559149989
1215,CPA6 (OMIM:614418),26,1400.1596783298814,4.308183625630404,7.826797065347226,0.017078697462184662,1.7358158057710422
1216,CPAMD8 (OMIM:617319),32,2302.722050033374,4.642584778293093,7.91938659842939,0.00018580865589602608,1.546665579904031
1217,CPE (OMIM:619326),94,22963.544082212502,5.253613379595631,9.360985230622335,0.0013598250934187413,1.5476859768248534
1218,CPLANE1 (OMIM:277170),205,108631.47065904387,5.19519228402888,9.062552408228713,0.00017796557473134708,1.474748867162507
1219,CPLANE1 (OMIM:614615),42,4013.12857567831,4.661008798697224,8.80684436694241,0.00017189252005425464,1.563494257788288
1220,CPLX1 (OMIM:617976),103,26909.718129116947,5.122733319839511,9.060746890807224,0.0002486465088485564,1.5968653688492827
1221,CPN1 (OMIM:212070),26,1328.3896237719773,4.087352688529161,9.046826966988512,0.7400213448202568,1.5100299752126354
1222,CPOX (OMIM:121300),82,16471.978994834997,4.959945496788617,8.990131251010503,0.0008523336844331948,1.4768263115124938
1223,CPOX (OMIM:618892),57,8153.801653992382,5.1088982794438484,9.133679514606659,0.00019109498643675617,1.715278716244749
1224,CPS1 (OMIM:237300),57,7931.216972368631,4.969434193213428,8.737619939006404,0.0011777486855865352,1.6211338884028241
1225,CPSF1 (OMIM:618827),9,158.16018610738226,4.39333850298284,7.628862588697495,0.00014468862235090667,1.8735737359599645
1226,CPSF3 (OMIM:619876),112,29809.241647493764,4.795566545607105,8.579362884355552,0.0454015306599506,1.4215399819532868
1227,CPT1A (OMIM:255120),84,18659.0498019015,5.352567355680293,8.968120660502317,0.0002008305779029798,1.5988045385428122
1228,CPT1C (OMIM:616282),37,3233.762127883112,4.855498690515184,8.39712267213261,0.0010221449047190993,1.6745194354248591
1229,CPT2 (OMIM:255110),21,962.2962320312654,4.582363009672692,9.107112983547811,0.7400213448202568,1.835677747446446
1230,CPT2 (OMIM:600649),60,9481.640221448666,5.356858882174388,8.898790569300129,0.0008771266049050804,1.639702065133254
1231,CPT2 (OMIM:608836),220,126538.33726621541,5.252732970785198,9.164078412867404,0.0001473428281572063,1.5129936041420893
1232,CPT2 (OMIM:614212),20,795.9770181465383,4.189352727087043,8.329515966456588,0.0011777486855865352,1.7825979277365493
1233,CR2 (OMIM:614699),45,5016.140798658807,5.066808887534149,9.001768540254723,0.23056663978585112,1.639347234486952
1234,CRADD (OMIM:614499),35,2538.239297326377,4.26594839886786,8.908085989829646,0.7154510495873228,1.3582842829846329
1235,CRAT (OMIM:617917),47,5380.515301078049,4.977349954743801,8.195865017636347,0.019538305154274842,1.5297830405279036
1236,CRB1 (OMIM:172870),24,1361.9872775504282,4.9347365128638705,8.462099266770975,0.00015500775417016222,1.8225666793162085
1237,CRB1 (OMIM:600105),36,3394.272199108456,5.387733649378501,8.75109582991366,0.00015500775417016222,1.6188746361022244
1238,CRB1 (OMIM:613835),52,6925.143613045831,5.222581910290974,8.35656902538462,2.000000165480742e-10,1.632377438419071
1239,CRB2 (OMIM:219730),52,5921.771896737349,4.46589132483963,8.424920426905738,0.017774270290215735,1.4443892498335351
1240,CRB2 (OMIM:616220),15,397.46288663060324,3.785360825053364,6.49183403123724,0.0008411024489901056,1.6444028750494448
1241,CRBN (OMIM:607417),33,2690.7942607154887,5.096201251355092,8.190656160684348,0.001107639007670092,1.7640077269532586
1242,CREB1 (OMIM:612160),3,4.9398012227287715,1.6466004075762573,2.4264157568807425,0.7126650421225125,0.7080725540116973
1243,CREB3L1 (OMIM:616229),95,21339.178323622502,4.779211270688131,8.952636016247064,0.009931296854663717,1.5108475683395521
1244,CREB3L3 (OMIM:619324),12,313.2711719421311,4.746532908214108,7.62494558422163,0.0012817528951234228,2.1105863557109132
1245,CREBBP (OMIM:618332),160,65314.29608309403,5.134771704645757,8.939945598133225,0.00017189252005425464,1.451547762437542
1246,CRELD1 (OMIM:606217),25,1218.9204537638975,4.0630681792129915,8.05775643345911,0.002226543944795525,1.5707676519418783
1247,CRELD1 (OMIM:620771),320,280214.50659321854,5.490096132312275,8.973599504640335,0.00029590237751387434,1.4737716792707238
1248,CRIPT (OMIM:615789),138,46411.47344036767,4.909708393141614,8.869628698090292,0.00011853325674116622,1.5308195278199432
1249,CRLF1 (OMIM:272430),137,45317.71426010609,4.864503462870984,9.013265320832058,0.0037890645697852402,1.5278333472814256
1250,CRLS1 (OMIM:620167),112,31372.776877693417,5.047100527299456,9.129874744431515,0.00016031828208005656,1.5981498182277145
1251,CRPPA (OMIM:614643),126,41469.46909582081,5.265964329628039,8.849306900077684,5.9439822204979764e-05,1.497411770211612
1252,CRPPA (OMIM:616052),46,4701.0777712646595,4.542104126825758,9.354376266383621,0.034298969772904774,1.7164363231276798
1253,CRTAP (OMIM:610682),112,30308.070280759697,4.875815682232899,8.890705948247707,0.0001473428281572063,1.494463869495883
1254,CRX (OMIM:120970),36,3333.3126663585854,5.290972486283469,8.198960939271464,2.000000165480742e-10,1.6296571923980785
1255,CRX (OMIM:613829),27,1666.1376178499058,4.746830820085202,8.275495712726885,0.02464529186207756,1.6043156322679724
1256,CRY1 (OMIM:614163),6,46.503633940220375,3.100242262681358,6.241270985053904,1.046009439364104,1.4073284888629192
1257,CRYAA (OMIM:604219),29,2107.7500129669525,5.191502494992494,8.395342150584257,0.00017449449899708947,1.727434543480869
1258,CRYAB (OMIM:608810),80,16885.557561808655,5.343530873990081,9.313606039717692,0.0012002776397479471,1.7830796260515847
1259,CRYAB (OMIM:613763),20,832.7691307362588,4.382995424927678,8.025440728858923,0.00014468862235090667,1.733363785879166
1260,CRYAB (OMIM:613869),22,1099.8836615210503,4.7614011321257586,8.613489089834825,0.46443555168908324,1.6866266829852061
1261,CRYAB (OMIM:615184),33,2793.9186044296866,5.291512508389558,8.531555559728073,0.0024505065415623057,1.7249781936532966
1262,CRYBA1 (OMIM:600881),12,275.3739312677324,4.17233229193534,7.74183223029352,0.00045591926357315673,2.173727347808208
1263,CRYBA2 (OMIM:115900),12,253.57168098669496,3.8419951664650753,7.631945709893598,0.5854579498923579,1.6076237622912184
1264,CRYBA4 (OMIM:610425),12,302.768758447449,4.5874054310219545,7.8893977180110095,0.00017449449899708947,2.032539278128596
1265,CRYBB1 (OMIM:611544),23,1276.199295583043,5.04426599044681,7.953049372102515,0.00017449449899708947,1.8986827825475991
1266,CRYBB2 (OMIM:601547),16,471.72606317874465,3.9310505264895386,7.80354846903699,0.00016774338959743947,2.58310835600343
1267,CRYBB3 (OMIM:609741),12,267.8688155760131,4.05861841781838,7.86510411645458,0.20449388658108741,1.8761047619122628
1268,CRYGB (OMIM:615188),12,288.70364801835535,4.374297697247808,7.741017573278611,0.005720886757084395,1.9334614187021542
1269,CRYGC (OMIM:604307),32,2514.64398026528,5.0698467344058065,8.409644018269807,0.00017449449899708947,1.881395728921462
1270,CRYGD (OMIM:115700),6,33.683625767103464,2.245575051140231,4.2648670286593475,0.5854579498923579,0.963957410153354
1271,CRYGS (OMIM:116100),11,214.55810231560102,3.9010564057382004,6.401532239623281,0.00045591926357315673,2.167327423843588
1272,CRYM (OMIM:616357),13,350.27509878393795,4.490706394665871,8.392788919899694,0.3980917516456417,1.7800941889007176
1273,CSF1R (OMIM:221820),76,14201.322092567127,4.982920032479694,8.725356263937227,0.00046514196955248867,1.4469219205138322
1274,CSF1R (OMIM:618476),163,63585.57841203184,4.815994729382099,8.651704011431198,2.000000165480742e-10,1.347120181624712
1275,CSF2RA (OMIM:300770),20,1034.537903914046,5.444936336389715,8.819394218459525,0.3245832684103207,1.893837786603824
1276,CSF2RB (OMIM:614370),20,964.0697173647936,5.07405114402523,8.301498477637688,0.06544335909737108,1.7712156751043746
1277,CSF3R (OMIM:162830),30,1924.2634241004635,4.42359407839187,8.691650953245361,0.7400213448202568,1.5190321409754721
1278,CSF3R (OMIM:617014),17,496.8948257860703,3.6536384248975757,6.84413069828688,0.2068602661757259,1.1174743069396587
1279,CSGALNACT1 (OMIM:618870),193,91395.24532115452,4.932817644708254,8.772969191326226,0.0005881457664332432,1.4438544765197916
1280,CSNK1D (OMIM:615224),10,189.0742183955635,4.201649297679189,8.054458718126913,0.000256167438774069,2.1088092048877423
1281,CSNK2A1 (OMIM:617062),177,77381.5578669073,4.967999349441917,8.996978643317815,0.0005543272741829107,1.4826003964778633
1282,CSNK2B (OMIM:618732),37,3086.712442398369,4.634703366964518,8.510912239695806,0.001107639007670092,1.6535156086121992
1283,CSPP1 (OMIM:615636),129,42909.64134984564,5.197388729390218,9.138849586855367,0.0001641602704542467,1.5260427092661784
1284,CSRP3 (OMIM:607482),16,649.423136898266,5.411859474152217,8.80023960979233,0.0002615512942008121,1.9569723466330171
1285,CSRP3 (OMIM:612124),28,2042.5054475120714,5.40345356484675,8.519015242516122,8.736249828716642e-05,1.713351446329991
1286,CST3 (OMIM:105150),27,1402.667653471513,3.9962041409444815,8.685061414271187,0.6358983499778939,1.5684554869378737
1287,CST3 (OMIM:611953),9,106.57820098955177,2.960505583043105,5.237276650688817,0.4045212281205054,1.1594049069490238
1288,CST6 (OMIM:618535),58,7415.154517212737,4.485876900915146,8.911410240251124,0.0006982854539680614,1.4998687128584645
1289,CSTA (OMIM:607936),29,1954.9223910931726,4.815079781017666,8.81921850903908,0.0006982854539680614,1.723528157495531
1290,CSTB (OMIM:254800),35,3099.0277325962265,5.20844997074996,8.908085989829646,0.0015682711898302283,1.6249788565624235
1291,CSTF2 (OMIM:301116),15,461.67010197058806,4.3968581140056004,7.87201227944119,0.006897913965728082,1.5702789763171092
1292,CT55 (OMIM:301106),19,928.3424003808632,5.428902926203878,8.566164424851095,0.000803149581822378,2.139050879372969
1293,CTBP1 (OMIM:617915),70,11534.44068228784,4.776165913990824,8.72707944187443,0.0005974451415905798,1.5028375760906654
1294,CTC1 (OMIM:612199),167,66405.50636352821,4.790816417540452,9.223393158840036,0.00034846550864526177,1.3785604206263202
1295,CTCF (OMIM:615502),306,248589.98909819132,5.327118592053816,9.126221757608684,0.001107639007670092,1.409462312017029
1296,CTDP1 (OMIM:604168),128,42662.716091713504,5.248857786874201,9.088982985998237,0.00017449449899708947,1.5987031510817655
1297,CTH (OMIM:219500),7,56.371191036107874,2.684342430290851,4.699920633739699,0.7400213448202568,0.9523356287389978
1298,CTLA4 (OMIM:140300),8,100.87532907222449,3.6026903240080173,7.249768404789127,0.30889145566654236,1.8323485557600825
1299,CTLA4 (OMIM:616100),76,14840.252829789242,5.2071062560664005,9.066651572596335,0.011062529308141045,1.5664530857095833
1300,CTNNA1 (OMIM:608970),19,712.8976100615115,4.168991871704746,7.198761588776574,0.0008360327275604761,1.6422474997548002
1301,CTNNA2 (OMIM:618174),124,41204.16004684201,5.40311566310543,8.957244018559804,0.0001018499913121344,1.5177882818968844
1302,CTNNA3 (OMIM:615616),19,811.2073850536167,4.743902836570858,7.834613898055471,0.0012452160951542386,1.8480877698694154
1303,CTNNB1 (OMIM:132600),4,19.320840100215673,3.220140016702612,5.065989399327448,1.5826473284860818,1.4037081039235328
1304,CTNNB1 (OMIM:615075),102,25114.3009025949,4.875616560395049,8.676051886080515,0.00040364886229316726,1.480263726890252
1305,CTNNB1 (OMIM:617572),18,719.6344063458052,4.703492851933367,8.144213704004095,0.00010109795539299207,1.7366048116942159
1306,CTNNBL1 (OMIM:619846),52,6222.889823619833,4.692978750844519,8.469477806478237,0.021118882200204435,1.5578892761723377
1307,CTNND1 (OMIM:617681),41,3830.2622710841115,4.671051550102575,8.025587774960837,0.00017189252005425464,1.4271767342222272
1308,CTNS (OMIM:219750),28,1692.5320500107136,4.477598015901359,8.273878748604778,0.012300385715911384,1.6834900833101751
1309,CTNS (OMIM:219800),224,133408.92709122118,5.341484909161642,9.190102281869036,4.6205325448638656e-05,1.5308171796739352
1310,CTNS (OMIM:219900),44,4404.8772376170855,4.656318432999034,8.389499589053425,0.0007165373026079224,1.5396698565458333
1311,CTPS1 (OMIM:615897),47,5020.3410082217,4.6441637448859385,8.826438678596094,2.000000165480742e-10,1.5247989942360904
1312,CTSA (OMIM:256540),84,15943.700019687094,4.573637412417411,8.748994044757065,0.001137044764433523,1.4965599933400393
1313,CTSB (OMIM:148370),20,705.6520673722478,3.7139582493276198,8.436267411337731,0.15654984159592678,1.500386037298846
1314,CTSC (OMIM:170650),34,2319.924746854171,4.13533822968658,8.09898879432216,0.0010325620119701557,1.4341067139169472
1315,CTSC (OMIM:245000),43,3754.4210391917795,4.157719866214595,8.456986316516522,0.0010325620119701557,1.4698063401166983
1316,CTSC (OMIM:245010),41,3534.6225301382315,4.31051528065638,8.686433678957387,0.00039145022455493297,1.6559342616230388
1317,CTSD (OMIM:610127),99,23764.886098449333,4.8989664189753315,8.898045538887766,2.000000165480742e-10,1.499518944082851
1318,CTSF (OMIM:615362),60,8981.648212636437,5.074377521263524,8.899284965990233,0.0007031720066138041,1.534667890422586
1319,CTSK (OMIM:265800),71,10701.085610881604,4.30627187560628,7.917542590134311,0.0009189324407240284,1.3710609748947762
1320,CTU2 (OMIM:618142),144,51762.91371496307,5.02747802204381,8.789577059748458,0.00020062741195619893,1.4802164177826012
1321,CUBN (OMIM:261100),37,3415.502132999409,5.128381581080193,8.202493655811793,0.0007671796951079812,1.6726412098494539
1322,CUBN (OMIM:618884),13,313.36749549119133,4.017531993476812,7.946987999966627,0.36055313953333146,1.7555584003067737
1323,CUL3 (OMIM:614496),23,1286.6079403455437,5.0854068788361415,8.3675190899466,0.00034954821993255067,1.9476681144187051
1324,CUL3 (OMIM:619239),109,29961.07171519483,5.09022625130731,9.44385750326001,0.0005412573883512041,1.6039293025817505
1325,CUL4B (OMIM:300354),175,79149.74067373322,5.198669338176238,9.360985230622335,0.00015294580467822567,1.4223644615896802
1326,CUL7 (OMIM:273750),134,42246.743426853085,4.740965483879821,8.972676003191545,0.018579040197278462,1.4684785012638342
1327,CUX1 (OMIM:618330),107,26970.52410783441,4.755867414536133,8.384350262326066,2.000000165480742e-10,1.3487560438759325
1328,CUX2 (OMIM:618141),56,8344.19298504944,5.4183071331489865,8.915644428508728,0.0005412573883512041,1.791564691565519
1329,CWC27 (OMIM:250410),184,82675.74245515405,4.910652319740677,9.013265320832058,2.000000165480742e-10,1.3349776880177753
1330,CWF19L1 (OMIM:616127),84,18514.97718576623,5.3112384353890505,9.22262344026356,0.0001904789742400047,1.612129815081583
1331,CXCR2 (OMIM:619407),32,2141.413420205314,4.317365766542972,8.399050521648412,0.0009777109361906733,1.507431139352052
1332,CXCR4 (OMIM:193670),57,7352.0037315362715,4.606518628782125,8.804837483435872,0.0009777109361906733,1.4294674602998578
1333,CYB561 (OMIM:618182),26,1437.9180747849682,4.424363307030672,8.089346800875662,0.001052594550388013,1.5673265768248474
1334,CYB5A (OMIM:250790),36,2976.2058332141505,4.724136243197064,8.500745207173118,0.0016280014507058837,1.5864448503001183
1335,CYB5R3 (OMIM:250800),63,8684.216976447193,4.446603674576136,8.808430033996816,0.0016280014507058837,1.5575156498173774
1336,CYBA (OMIM:233690),78,15329.953024663313,5.104879462092345,9.024754086574896,0.0001238454922430653,1.6191617438018555
1337,CYBB (OMIM:300645),9,129.30421585550724,3.59178377376409,7.671956188341451,0.9810779080275438,1.588742149385143
1338,CYBB (OMIM:306400),91,21580.457169039146,5.26995291063227,9.180070604563081,0.0001238454922430653,1.6357784546984535
1339,CYBC1 (OMIM:618935),107,29631.654119150735,5.225119752980204,8.736205490972425,0.00024335669615791332,1.5730176736949597
1340,CYC1 (OMIM:615453),61,10270.01000711629,5.612027326293055,8.929119835478097,0.0011777486855865352,1.7339776741638175
1341,CYCS (OMIM:612004),7,81.30047260010986,3.8714510761957075,5.277343440730407,0.021118882200204435,1.3322556384042918
1342,CYFIP2 (OMIM:618008),69,10798.955309790967,4.603135255665373,8.731490580595633,0.0005412573883512041,1.4071875501540196
1343,CYLD (OMIM:132700),6,36.95389461022143,2.463592974014762,3.6908954693195706,0.8954429315708131,0.7636003128675767
1344,CYLD (OMIM:601606),5,32.75469534302709,3.275469534302709,6.08244415919151,0.8954429315708131,1.7550786985526918
1345,CYLD (OMIM:605041),7,71.18520116100585,3.3897714838574213,6.342124214568701,1.5615295258888247,1.3353924250445897
1346,CYLD (OMIM:619132),36,3101.1324319267687,4.922432431629792,8.8913363581919,0.0003034016255382604,1.8046477880042622
1347,CYP11A1 (OMIM:613743),29,1824.1109100481137,4.492884014896831,8.490724579771296,0.44354859817978537,1.6501237073204365
1348,CYP11B1 (OMIM:103900),18,829.5801444222043,5.42209244720395,8.615521315393911,0.44354859817978537,1.8891405324434312
1349,CYP11B1 (OMIM:202010),77,16269.258112942141,5.560238589522263,8.944038710381614,0.0002603386054333028,1.6002680993772833
1350,CYP11B2 (OMIM:203400),42,4753.458875120787,5.520858159257592,8.899455483627488,0.00034954821993255067,1.8677900097713256
1351,CYP11B2 (OMIM:610600),35,3086.8185645778735,5.1879303606350815,8.899455483627488,0.00034954821993255067,1.8368891336023427
1352,CYP17A1 (OMIM:202110),34,2944.7428559118816,5.249095999842926,9.255441520705128,0.0013598250934187413,1.740460283005377
1353,CYP19A1 (OMIM:139300),9,145.7182433202166,4.047728981117128,7.495598980294753,1.4778030279168342,1.5792742488997646
1354,CYP19A1 (OMIM:613546),21,918.7086200967592,4.37480295284171,8.537486261128628,0.0013598250934187413,1.616529807673062
1355,CYP1B1 (OMIM:231300),14,444.47211481525375,4.884308954013777,8.416965693898147,0.00018764551122922086,2.2339295590144697
1356,CYP1B1 (OMIM:617315),14,462.81109400894024,5.085836197900442,8.046953375614423,0.00032553097681344684,1.9824846504631835
1357,CYP21A2 (OMIM:201910),52,6721.357639511094,5.068897164035516,9.255441520705128,0.34401566703979003,1.5586342580102002
1358,CYP24A1 (OMIM:143880),55,7751.7102581383415,5.220006907837267,8.866659704103514,0.000357002530703531,1.70124718523554
1359,CYP26B1 (OMIM:614416),45,4290.981692472814,4.334324941891731,8.688843401494056,0.1253397780001638,1.5040469288709553
1360,CYP26C1 (OMIM:614974),5,32.13200756672571,3.2132007566725713,6.148778823800788,1.2272785033855085,1.6834933372398604
1361,CYP27A1 (OMIM:213700),136,45868.71808051542,4.996592383498411,9.094829222073336,0.0033538733804290314,1.3791085378390198
1362,CYP2D6 (OMIM:608902),3,5.987838509778393,1.995946169926131,2.8214014080773935,0.7400213448202568,0.9025939622003263
1363,CYP2R1 (OMIM:600081),88,18461.51884451576,4.822758318839018,8.921946389128312,0.31921979263906985,1.5371398909052523
1364,CYP2U1 (OMIM:615030),60,9044.472733150349,5.109871600649915,8.36744498957386,0.0010221449047190993,1.6627068224066783
1365,CYP3A4 (OMIM:619073),55,7090.4511946724215,4.774714609207018,8.956189279705173,0.001107639007670092,1.607906441046468
1366,CYP4F22 (OMIM:604777),37,3204.2138648815962,4.811131929251646,8.25583942362304,0.0006982854539680614,1.7265765801284105
1367,CYP4V2 (OMIM:210370),33,2882.04455917371,5.4584177257077835,8.439469214337,0.00014468862235090667,1.6781415086991636
1368,CYP7B1 (OMIM:270800),113,33320.55768317073,5.265574855115475,9.16883064934852,0.0010221449047190993,1.5765597378699112
1369,CYP7B1 (OMIM:613812),75,14855.362253141093,5.3532836948256195,9.051382881482878,7.554577520314774e-05,1.6981984799865313
1370,D2HGDH (OMIM:600721),98,24025.36161164208,5.054778374004225,8.908085989829646,0.00012113826840601775,1.5714518327731066
1371,DAAM2 (OMIM:619263),16,469.2383259537626,3.910319382948022,7.2218479807888265,0.0008411024489901056,1.7008524201876245
1372,DAB1 (OMIM:615945),39,3428.205203712962,4.626457764794821,8.375812208890144,0.6496269638126335,1.4704387464469197
1373,DACT1 (OMIM:617466),61,9276.257458803662,5.068993146887247,8.772843857968397,0.018579040197278462,1.4637130154665965
1374,DAG1 (OMIM:613818),61,8958.645523599183,4.895434712349281,8.771567589291417,0.0005149209235504193,1.6766668001597909
1375,DAG1 (OMIM:616538),89,19883.8279438944,5.077586298236568,8.733863081732023,0.00014468862235090667,1.5684781338522988
1376,DALRD3 (OMIM:618910),51,6048.328917927378,4.743787386609708,8.365812709174069,4.395661259112839e-05,1.6116507529041648
1377,DARS1 (OMIM:615281),90,19972.710970973494,4.986944062665042,8.517397647367288,0.00026741715183565954,1.4349171400442722
1378,DARS2 (OMIM:611105),61,8285.187682290292,4.5274249630001595,8.171941504928915,0.7154510495873228,1.3151156317361539
1379,DAW1 (OMIM:620570),65,10493.084023668658,5.044751934456086,9.089363160525641,0.014185094008210306,1.556355169212438
1380,DBH (OMIM:223360),98,23295.8213929302,4.901287900890006,8.475972582814519,0.00012219665354924216,1.4388956729171642
1381,DBR1 (OMIM:619441),19,723.3300891459257,4.2300005213212035,8.296989750455374,7.104736562826131e-05,1.5422279729579742
1382,DBR1 (OMIM:620510),111,28641.97524932203,4.691560237399186,9.065048128256931,0.001862257631737183,1.4348002517826084
1383,DBT (OMIM:620699),23,1059.2658828531776,4.186821671356433,7.819616595467556,0.07970583462251685,1.5531131755734608
1384,DCAF17 (OMIM:241080),104,28052.278510008684,5.237542664303339,8.981993727377484,0.00018869251796236437,1.5071851476276101
1385,DCAF8 (OMIM:610100),65,10991.398572165872,5.284326236618208,8.833435774201245,0.00031792342844160594,1.6407051506097525
1386,DCC (OMIM:157600),20,697.0149306833197,3.6684996351753667,8.056103499025479,0.00045198453520349144,1.5713241799537523
1387,DCC (OMIM:617542),66,10531.095660525367,4.909601706538632,8.38049765112117,0.0001538606393905965,1.512200508780119
1388,DCDC2 (OMIM:610212),5,31.6197773772308,3.16197773772308,4.292913998756952,0.8486277359217859,0.9175972989607464
1389,DCDC2 (OMIM:616217),31,2328.7549988870906,5.008075266423851,8.482847449156315,0.0007165373026079224,1.6960585664729158
1390,DCDC2 (OMIM:617394),70,12405.681137822481,5.136928007379909,8.875055534834347,7.554577520314774e-05,1.641696285635598
1391,DCHS1 (OMIM:601390),199,99194.476963864,5.034997054152784,8.8443149909399,0.00017189252005425464,1.419252098300685
1392,DCHS1 (OMIM:607829),14,416.8920913422504,4.581231772991763,7.773415808655595,0.0024505065415623057,2.0929253303676854
1393,DCLRE1B (OMIM:620133),95,22242.482837431304,4.981519112526608,9.383021153308427,0.00010563534348670766,1.6196605134830526
1394,DCLRE1C (OMIM:602450),98,25790.895977322063,5.426235215089851,9.164999342259263,0.00010563534348670766,1.587437444420334
1395,DCN (OMIM:610048),24,1340.5587613509774,4.857096961416585,8.41095502034762,0.030896185296058608,1.6902221196104537
1396,DCPS (OMIM:616459),96,21413.236279326633,4.6958851489751385,8.64905771353506,0.0005974451415905798,1.4238580970552186
1397,DCT (OMIM:619165),39,3306.2553550767975,4.461883070279079,8.405318905418387,0.10425156032034069,1.4725163089236932
1398,DCTN1 (OMIM:168605),79,16175.011501122983,5.2499225904326465,8.92611849239404,0.0006778198740530075,1.5203157462798669
1399,DCTN1 (OMIM:607641),35,2801.1232371583483,4.707770146484619,8.804115644854543,0.2382445001550021,1.819785501177273
1400,DCX (OMIM:300067),63,9204.590803021481,4.713052126483094,8.682535608312621,0.00045198453520349144,1.3620261416791657
1401,DCXR (OMIM:260800),6,44.005984830062985,2.933732322004199,4.699920633739699,1.6796980592464121,0.8590723231679731
1402,DDB1 (OMIM:619426),155,59613.25335056738,4.9948264223349295,9.239629623864346,0.0001473428281572063,1.4421698524801096
1403,DDB2 (OMIM:278740),58,7090.781509950894,4.289643986661158,8.8235053126039,0.00010349237996709834,1.5076583387999494
1404,DDC (OMIM:608643),117,36873.71411466242,5.433792236171886,8.980655474325062,0.00015009975661354563,1.5936025652241126
1405,DDHD1 (OMIM:609340),46,5220.022430436065,5.043499932788469,9.16883064934852,0.0010221449047190993,1.8145585253806236
1406,DDHD2 (OMIM:615033),119,35586.17959929198,5.068534339736787,9.05705810300091,0.0010221449047190993,1.5592770019751612
1407,DDOST (OMIM:614507),48,5285.145516254186,4.685412691714704,8.62047673317005,0.001107639007670092,1.5989704412805632
1408,DDR2 (OMIM:271665),193,91800.44052479262,4.9546869886006375,8.740907116024355,0.0004107911592513726,1.4673587327978301
1409,DDR2 (OMIM:618175),133,42066.358401531164,4.792248621728317,8.770477618249148,0.0005149209235504193,1.4211883348285774
1410,DDRGK1 (OMIM:602557),89,18494.430093276053,4.72278602994792,9.029908678742133,0.0013767302025706244,1.4764432331971924
1411,DDX11 (OMIM:613398),119,33131.1757672389,4.718868504093277,8.790500646376174,0.00015294580467822567,1.4434155328690013
1412,DDX3X (OMIM:300958),97,22440.852734288463,4.819770776264704,8.843456652150403,0.002175267080299759,1.4597749375082598
1413,DDX41 (OMIM:616871),40,4018.3329680291536,5.15170893337071,9.019894228937922,0.0013984767725301699,1.780978828238169
1414,DDX59 (OMIM:174300),211,111231.7304729682,5.020615232361462,9.11345293491237,0.00017189252005425464,1.4323933129758144
1415,DDX6 (OMIM:618653),194,91742.46743670985,4.900511053720947,8.995747773179575,5.822618850128371e-05,1.3879174365457354
1416,DEAF1 (OMIM:615828),94,20926.495026070676,4.787576075513767,8.642704534035794,0.00017189252005425464,1.4339645311042388
1417,DEAF1 (OMIM:617171),48,5597.739629854475,4.9625351328497125,8.908085989829646,0.03356323160771202,1.601191916087707
1418,DEF6 (OMIM:619573),184,92654.8288924826,5.503375439087824,9.03587989160184,0.00017851427268566979,1.5064013868397736
